floc,floc_description,work_order_id,work_order_basic_finish_date,work_order_desc,activity_type,level
LX003636,LX3636.136.478KM Private Access Road,57070681,2022-11-09,German Creek - Oaky Creek C57,C57,Private LX
LX003636,LX3636.136.478KM Private Access Road,57081777,2023-10-09,German Creek - Oaky Creek C57,C57,Private LX
LX003649,LX3649.68.796KM Private Cattle Crossing,57056569,2021-11-06,Oaky - Gregory - C57,C57,Private LX
LX003650,LX3650.70.182KM Private Access Road,57056571,2021-11-06,Oaky - Gregory - C57,C57,Private LX
LX005559,LX5559.123.344KM Tryphinia Road,80110498,2022-12-01,SR_BOND_T&C_WOO-TRY_XING RENEWAL,C01,Public LX
LX005561,LX5561.153.952KM Pinegrove Road,57052365,2021-08-23,Umolo - Parnabal Down - C57,C57,Public LX
LX005583,LX5583.557.265KM Port Curtis Way,57086981,2024-02-04,Aldoga Up - C57,C57,Private LX
LX005591,LX5591.598.59KM Harry Ambrose Road,57083914,2023-11-27,Marmor-Bajool UP C57,C57,Private LX
LX005591,LX5591.598.59KM Harry Ambrose Road,57085983,2024-01-28,Marmor-Bajool - C57,C57,Private LX
LX005613,LX5613.179.327KM Property Access Road,57057377,2021-11-29,Boonal Down - C57,C57,Private LX
LX005791,LX5791.107.59KM Private Cattle Crossing,57073735,2023-03-09,Waitara - Braeside Down C57,C57,Private LX
LX005792,LX5792.111.234KM Private Cattle Crossing,57080712,2023-09-02,Braeside - Mindi Up C57,C57,Private LX
LX005813,LX5813.0.429KM QR Maintenance Road,57085951,2024-01-21,Wotonga - Moranbah C57,C57,Maintenance LX
LX005821,LX5821.16.409KM Private Cattle Crossing,57072354,2023-01-27,Wotonga - Moranbah Main C57,C57,Private LX
LX005827,LX5827.30.519KM Private Access Road,57072408,2023-02-02,Caval Ridge - Villafranca Main C57,C57,Private LX
LX005829,LX5829.33.38KM Private Cattle Crossing,57072409,2023-03-09,Caval Ridge - Villafranca Main C57,C57,Private LX
LX005836,LX5836.50.978KM Unnamed Road,57073894,2023-03-11,Villafrance - Mt McLaren Main C57,C57,Private LX
LX005839,LX5839.56.772KM Private Cattle Crossing,57082449,2023-11-16,Villafranca - Mt McLaren C57,C57,Private LX
LX005839,LX5839.56.772KM Private Cattle Crossing,57085834,2024-01-09,Villafranca - Mt McLaren C57,C57,Private LX
LX005841,LX5841.61.902KM Russell Park Road,80115571,2023-11-30,Level Crossing Renewal.,C50,Public LX
LX005841,LX5841.61.902KM Russell Park Road,80116140,2024-02-28,SR_Level Crossing Renewal.,C50,Public LX
LX005845,LX5845.71.196KM Private Access Road,57075948,2023-05-29,Mt McClaren - Black Ridge Main C57,C57,Private LX
LX005845,LX5845.71.196KM Private Access Road,57080685,2023-09-01,Mt McLaren - Blackridge Main C57,C57,Private LX
LX005848,LX5848.76.31KM Mt McLaren Substn Rd,57073929,2023-03-10,Mt McLaren - Blackridge Main C57,C57,Private LX
LX005851,LX5851.79.138KM Private Cattle Crossing,57080686,2023-09-01,Mt McLaren - Blackridge Main C02,C02,Private LX
LX005856,LX5856.84.452KM Private Access Road,80111351,2023-03-09,Mt McLaren - Blackridge Main C58,C14,Private LX
LX005856,LX5856.84.452KM Private Access Road,80111398,2023-06-02,3159 Mt McLaren - Blackridge 32m,C14,Private LX
LX005856,LX5856.84.452KM Private Access Road,600002279,2024-10-08,3159 Mt McLaren - Blackridge 32m,C14,Private LX
LX005884,LX5884.10.86KM Yarrawonga,57063590,2022-06-11,Blackwater - Koorilgah - C57,C57,Public LX
LX005897,LX5897.5.766KM Property Access Road,57061252,2022-03-21,Curragh - C57,C57,Private LX
LX005898,LX5898.0.582KM Property Access Road,80112374,2023-04-23,SR_CABLE LOC_ENSHAM LX5898.0.579KM,C14,Private LX
LX005953,LX5953.7.116KM Witney Street,57065409,2022-07-09,Parana - Callemondah - C57,C57,Public LX
LX005953,LX5953.7.116KM Witney Street,57068740,2022-10-10,Parana - Callemondah - C57,C57,Public LX
LX005972,LX5972.32.076KM Property Access Road,57078271,2023-06-28,Graham - Stirrat - C57,C57,Private LX
LX005986,LX5986.56.858KM Private Access Road,57078267,2023-06-27,Stirrat - Clarke - C57,C57,Private LX
LX006035,LX6035.143.067KM Davis Road,57078220,2023-06-23,Earlsfield - Belldeen - C57,C57,Public LX
LX006047,LX6047.159.495KM Banana - Holding Road,80112447,2023-04-17,SR_CAB LOC_BD-MM_159.400-149.700km,C14,Public LX
LX006047,LX6047.159.495KM Banana - Holding Road,80112351,2023-04-21,SR_BOND_T&C_BELL-MNM_XING RENEWAL,C01,Public LX
LX006505,LX6505.81.265KM Private Access Road,57078246,2023-06-24,Fry - Mt Rainbow C57,C57,Private LX
LX006560,LX6560.9.558KM Callide Kilburne Rd,57083660,2023-11-20,Earlsfield - Dakenba - C57,C57,Public LX
LX006567-92,Maintenance Access Rd - Road Details,57082704,2023-10-09,Durroburra - Pring C57,C57,Private LX
LX006627,LX6627.32.601KM Private Cattle Crossing,57077876,2023-06-28,Hail Creek Spur C57,C57,Private LX
LX006627,LX6627.32.601KM Private Cattle Crossing,57082322,2023-10-19,Hail Creek Spur C57,C57,Private LX
LX006679,LX6679.8.404KM Access Road,57081439,2023-09-26,Wotonga - Moranbah C57,C57,Private LX
LX006697,LX6697.7.218KM Private Access Rd,80112335,2023-04-09,CABLE LOC_LX6697 STH Signage Upgrade,C01,Maintenance LX
LX006754,LX6754.20.135KM Private Cattle Crossing,57077874,2023-06-28,Hail Creek Spur C57,C57,Private LX
LX006756,LX6756.30.106KM Private Cattle Crossing,57077875,2023-06-28,Hail Creek Spur C57,C57,Private LX
LX006938,LX6938.4.065KM Private Access Road,57073314,2023-01-31,Kinrola - Kenmare - C57,C57,Private LX
LX006938,LX6938.4.065KM Private Access Road,57076127,2023-04-25,Kinrola - Kenmare - C57,C57,Private LX
LX006954,LX6954.34.912KM Humboldt Road,57057376,2021-11-30,Kenmare - Memooloo - C57,C57,Public LX
LX006954,LX6954.34.912KM Humboldt Road,57056192,2022-06-01,Kenmare - Memooloo - C19 Resurf/Reseal,C19,Public LX
LX006956,LX6956.23.895KM Private Cattle Crossing,57076128,2023-04-25,Kinrola - Kenmare - C57,C57,Private LX
LX006957,LX6957.26.846KM Private Cattle Crossing,57078281,2023-06-06,Kenmare - Memooloo - C57,C57,Private LX
LX007010,LX7010.71.305KM Private Cattle Crossing,57055830,2021-10-19,Memooloo - Starlee - C57,C57,Private LX
LX007010,LX7010.71.305KM Private Cattle Crossing,57057379,2022-12-01,Memooloo - Starlee - C57,C57,Private LX
LX007052,LX7052.1KM Private Access Road,57081318,2023-09-09,Byelle Northern Connection - C57,C57,Private LX
LX007377,LX7377.3.101KM Maintenance Access Road,80114922,2023-11-01,SR_ H&S Hay Point Crossing ID 7377,T25,Maintenance LX
LX020243,LX20243.195.761Km Emergency Access Road,57081857,2023-10-02,Sagittarius - Rangal C57,C57,Maintenance LX
LX020243,LX20243.195.761Km Emergency Access Road,57081858,2023-10-15,Sagittarius - Rangal C57,C57,Maintenance LX
MA,MOURA,50410972,2023-06-30,Rail Grinding Turnouts Moura - C26,C26,Track Objects
MA,MOURA,50410971,2023-06-30,Rail Grinding Mainline Moura - C25,C25,Track Objects
MA-01CR,MOURA SHORT LINE,50412888,2021-12-31,FY22 MA Overgrown Land Debt Charge,C44,Corridor Objects
MA-01CR,MOURA SHORT LINE,50410931,2022-06-03,FY22 Coal Dust Monitoring Schilling Lane,C51,Corridor Objects
MA-01CR,MOURA SHORT LINE,50410937,2022-06-30,FY22 Ultrasonic Test Ontrack RTI MA,C30,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411018,2022-06-30,FY22 Grease Purchases MA Gladstone,C52,Corridor Objects
MA-01CR,MOURA SHORT LINE,50410954,2022-06-30,FY22 Fire & Vegetation MA Gladstone,C44,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411088,2022-06-30,FY22 RTI Chase Team MA Engineering,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411028,2022-06-30,FY22 Closure Rail Testing MA Gladstone,C54,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411087,2022-06-30,FY22 MMY Chase Team MA Engineering,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411063,2022-06-30,FY22 RTI Chase Team MA Gladstone,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411062,2022-06-30,FY22 MMY Chase Team MA Gladstone,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50410982,2022-06-30,FY22 Track Geometry Recording MA,C29,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411064,2022-06-30,FY22 TSR Management MA Gladstone,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411089,2022-06-30,FY22 TSR Management MA Engineering,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50411090,2022-06-30,FY22 NAM Inspections MA Engineering,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416019,2023-06-30,FY23 CI Gladstone - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415959,2023-06-30,FY23 CI Engineering - MA NAM Inspect,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416001,2023-06-30,FY23 CI Engineering - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415966,2023-06-30,FY23 Closure Rail Test - MA Gladstone,C54,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415879,2023-06-30,FY23 Coal Dust Monitor - Graham,C51,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416062,2023-06-30,FY23 CI Engineering - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416018,2023-06-30,FY23 CI Gladstone - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415952,2023-06-30,FY23 CI Gladstone - MA Fire & Veg Inv,C44,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416118,2023-06-30,FY23 CI Gladstone - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416203,2023-06-30,FY23 CI Engineering - MA ATIS,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416117,2023-06-30,FY23 CI Gladstone - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415945,2023-06-30,FY23 CI Gladstone - MA Lubricator Inv,C52,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415877,2023-06-30,FY23 CI Moura - MMY,C29,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415971,2023-06-30,FY23 CI Engineering - MA TSR Management,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415974,2023-06-30,FY23 CI Gladstone - MA TSR Management,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50415873,2023-06-30,FY23 CI Moura - RTI,C30,Corridor Objects
MA-01CR,MOURA SHORT LINE,50416204,2023-06-30,FY23 CI Gladstone - MA ATIS,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420606,2024-06-30,FY24 CI Engineering - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50421493,2024-06-30,FY24 CI Gladstone - Moura Lubricator Mai,C52,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420630,2024-06-30,FY24 CI Gladstone - MA Lubricator Inv,C52,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420624,2024-06-30,FY24 CI Gladstone - MA ATIS,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420608,2024-06-30,FY24 CI Engineering - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420631,2024-06-30,FY24 CI Gladstone - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420607,2024-06-30,FY24 CI Engineering - MA NAM Inspect,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420632,2024-06-30,FY24 CI Gladstone - MA MMY,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420711,2024-06-30,FY24 Closure Rail Test - MA Gladstone,C54,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420633,2024-06-30,FY24 CI Gladstone - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420702,2024-06-30,FY24 CI Moura - RTI,C30,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420605,2024-06-30,FY24 CI Engineering - MA ATIS,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420634,2024-06-30,FY24 CI Gladstone - MA RTI,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420635,2024-06-30,FY24 CI Gladstone - MA TSR Management,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420701,2024-06-30,FY24 CI Moura - MMY,C29,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420626,2024-06-30,FY24 CI Gladstone - MA Fire & Veg Poison,C44,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420609,2024-06-30,FY24 CI Engineering - MA TSR Management,C50,Corridor Objects
MA-01CR,MOURA SHORT LINE,50420714,2024-06-30,FY24 Coal Dust Monitor - Graham,C51,Corridor Objects
MA-01FK,PARANA FORK,57068338,2022-10-10,Parana Angle - C19,C19,Fork
MA-01ML,STH GLADSTONE-MOURA,57052789,2021-08-11,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052786,2021-08-11,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052791,2021-08-11,Belldeen - Moura Mine - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57048716,2021-08-11,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57053548,2021-08-11,Earlsfield - Belldeen - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052785,2021-08-12,Annandale - Earlsfield - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57053551,2021-08-12,Mt Rainbow - Dumgree - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57053550,2021-08-12,Mt Rainbow - Dumgree - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054243,2021-08-13,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054244,2021-08-13,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57053552,2021-08-13,Dumgree - Annandale - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105269,2021-08-26,SR_ FY-MR_RPL_LH-RH_GIJ_77.618KM,C10,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054248,2021-09-02,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055486,2021-09-02,Clarke - Fry - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052052,2021-09-02,Stirrat - Clarke - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055758,2021-09-02,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054840,2021-09-03,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056270,2021-09-14,Dumgree - Annandale - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052794,2021-10-08,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054250,2021-10-08,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054251,2021-10-13,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054819,2021-10-14,Annandale - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055834,2021-10-14,Clarke - Fry - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054245,2021-10-15,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052790,2021-10-15,Belldeen Main - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052787,2021-10-15,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054247,2021-10-16,Moura - Baralaba - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055836,2021-10-16,Moura - Baralaba - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055833,2021-10-16,Moura - Baralaba - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055713,2021-10-16,Annandale Main - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055684,2021-10-18,Earlsfield - Belldeen - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055685,2021-10-18,Earlsfield - Belldeen - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056720,2021-10-26,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056073,2021-10-26,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105603,2021-10-26,SE CE MAIN Rmv/Rplc Greaser RM902 41.850,C01,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057885,2021-10-28,Annandale - Earlsfield - C53,C53,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105453,2021-10-28,Callemondah - Byelle - C14,C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105454,2021-10-28,Callemondah - Byelle - C14,C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052795,2021-10-28,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80104621,2021-10-28,C01 STT-DUM 41.8100km-99.800km,C01,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057884,2021-10-28,Annandale - Earlsfield - C53,C53,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056198,2021-10-28,Dumgree - Annandale - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056079,2021-10-29,Stirrat - Clarke - C19 - TSR,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105908,2021-10-29,RM902_SR_MR-CE_Main_99.800kmBOND/SA2,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056868,2021-10-29,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105855,2021-10-29,SR_UC_CH-BE_MSL_11.850_ISO,C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054192,2021-10-29,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056180,2021-10-29,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105095,2021-10-29,2121 Byelle - Stowe C14 (Unallocated),C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057613,2021-10-29,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052797,2021-10-30,Fry - Mt Rainbow - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105096,2021-10-30,Moura Main C14 Unallocated,C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057560,2021-11-08,Belldeen - Moura - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057803,2021-11-08,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057804,2021-11-08,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057590,2021-11-08,Belldeen - Moura - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,80105970,2021-11-08,2134 Graham Stirrat C14,C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,80106108,2021-11-18,MR-DE TSR & Stress Test 98.300,C01,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059002,2021-11-24,Mt Rainbow - Dumgree - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059001,2021-11-24,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057591,2021-11-24,Mt Rainbow - Dumgree - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057519,2021-11-25,Belldeen - Moura - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056076,2021-11-26,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056182,2021-11-27,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054253,2021-11-27,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054254,2021-11-28,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056184,2021-11-28,Fry - Mt Rainbow - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,600001852,2021-11-28,2145 Mt Rainbow - Dumgree (Unallocated),C14,Main Line
MA-01ML,STH GLADSTONE-MOURA,57046949,2021-11-28,Fry - Mt Rainbow - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056072,2021-11-29,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052796,2021-11-29,Fry - Mt Rainbow - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055901,2021-11-30,Graham - Stirrat - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056699,2021-11-30,Graham - Stirrat - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052798,2021-12-01,Mt Rainbow - Dumgree - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57048741,2021-12-01,REPLANMt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055900,2021-12-01,Gladstone - Parana - C19 (57058203),C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052783,2021-12-01,Mt Rainbow - Dumgree - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052784,2021-12-01,Moura Main - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57052788,2021-12-01,Earlsfield - Belldeen - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57048742,2021-12-01,REPLANMt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054249,2021-12-01,Clarke - Fry - C19 Road Xing to be remov,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57028514,2021-12-01,REPLANStowe - Graham - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57048869,2021-12-01,RPLNStirrat - Clarke - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059174,2021-12-08,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059304,2021-12-08,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057744,2021-12-08,Stirrat - Clarke - C19 (57054192),C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059369,2021-12-09,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055838,2021-12-10,Earlsfield - Belldeen - C19 Xing Removal,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057805,2021-12-11,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054246,2021-12-11,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57054252,2021-12-12,Callemondah - Parana - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055904,2021-12-12,Moura Main - Byelle - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055905,2021-12-14,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056077,2021-12-14,Annandale - Earlsfield - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055906,2021-12-14,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056078,2021-12-15,Graham - Stirrat - C57 - Xing removal,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056405,2021-12-15,Fry - Mt Rainbow - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056404,2021-12-15,Fry - Mt Rainbow - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059652,2021-12-15,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57014598,2021-12-31,REPLANByelle - Moura Main Angle - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57031826,2021-12-31,Clarke - Fry - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060223,2022-01-18,Graham - Stirrat - C53,C53,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059459,2022-01-18,Mt Rainbow - Dumgree - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060339,2022-01-18,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059458,2022-01-18,Clarke - Fry - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059172,2022-01-27,Dumgree Main - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057593,2022-01-27,Dumgree - Annadale - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057594,2022-01-27,Dumgree - Annadale - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059835,2022-01-28,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57055703,2022-01-28,Earlsfield - Belldeen - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059834,2022-01-28,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57058069,2022-01-29,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059175,2022-01-29,Belldeen Main - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059836,2022-01-29,Belldeen - Moura Mine - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060754,2022-01-29,Belldeen - Moura - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060753,2022-01-29,Earlsfield - Belldeen - C02,C02,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057955,2022-01-29,Belldeen - Moura - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059831,2022-01-31,Mt Rainbow - Dumgree - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056830,2022-02-01,Stowe - Graham - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57057743,2022-02-01,Stirrat - Clarke - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060222,2022-02-20,Callemondah - Byelle - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059457,2022-02-25,Graham - Stirrat - C57,C57,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060598,2022-02-25,Graham - Stirrat - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056074,2022-02-26,Byelle - Stowe - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57060676,2022-03-12,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059829,2022-03-12,Earlsfield - Belldeen - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57059009,2022-03-12,Belldeen Main - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57056721,2022-03-13,Belldeen - Moura Mine - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57062195,2022-03-15,Fry - Mt Rainbow - C19,C19,Main Line
MA-01ML,STH GLADSTONE-MOURA,57061100,2022-03-15,Belldeen - Moura - C19,C19,Main Line
