floc,floc_description,work_order_id,work_order_basic_finish_date,work_order_desc,activity_type,level
BW-03CR,CENTRAL LINE,50411081,2022-06-30,FY22 ATIS Chase Team BW Engineering,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50411067,2022-06-30,FY22 TSR Management BW Gracemere,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50410951,2022-06-30,FY22 Fire & Vegetation BW Gracemere,C44,Corridor Objects
BW-03CR,CENTRAL LINE,50411032,2022-06-30,FY22 RTI Chase Team BW Blackwater,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50411026,2022-06-30,FY22 Closure Rail Testing BW Blackwater,C54,Corridor Objects
BW-03CR,CENTRAL LINE,50411031,2022-06-30,FY22 MMY Chase Team BW Blackwater,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416016,2023-06-30,FY23 CI Blackwater - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415860,2023-06-30,FY23 CI Blackwater - BW ATIS,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415943,2023-06-30,FY23 CI Blackwater - BW Lubricator Inv,C52,Corridor Objects
BW-03CR,CENTRAL LINE,50415953,2023-06-30,FY23 CI Gracemere - BW Fire & Veg Inv,C44,Corridor Objects
BW-03CR,CENTRAL LINE,50415975,2023-06-30,FY23 CI Gracemere - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416180,2023-06-30,FY23 CI Gracemere - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416162,2023-06-30,FY23 CI Gracemere - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415979,2023-06-30,FY23 CI Engineering - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415946,2023-06-30,FY23 CI Gracemere - BW Lubricator Inv,C52,Corridor Objects
BW-03CR,CENTRAL LINE,50415862,2023-06-30,FY23 CI Gracemere - BW ATIS,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416119,2023-06-30,FY23 CI Gracemere - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416181,2023-06-30,FY23 CI Gracemere - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415870,2023-06-30,FY23 CI Blackwater - RTI,C30,Corridor Objects
BW-03CR,CENTRAL LINE,50416115,2023-06-30,FY23 CI Blackwater - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416039,2023-06-30,FY23 CI Engineering - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50416114,2023-06-30,FY23 CI Blackwater - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415863,2023-06-30,FY23 CI Engineering - BW ATIS,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415963,2023-06-30,FY23 Closure Rail Test - BW Gracemere,C54,Corridor Objects
BW-03CR,CENTRAL LINE,50415957,2023-06-30,FY23 CI Engineering - BW NAM Inspect,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415875,2023-06-30,FY23 CI Blackwater - MMY,C29,Corridor Objects
BW-03CR,CENTRAL LINE,50415950,2023-06-30,FY23 CI Blackwater - BW Fire & Veg Inv,C44,Corridor Objects
BW-03CR,CENTRAL LINE,50415961,2023-06-30,FY23 Closure Rail Test - BW Blackwater,C54,Corridor Objects
BW-03CR,CENTRAL LINE,50415880,2023-06-30,FY23 Coal Dust Monitor - Kalapa,C51,Corridor Objects
BW-03CR,CENTRAL LINE,50416015,2023-06-30,FY23 CI Blackwater - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415969,2023-06-30,FY23 CI Engineering - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50415968,2023-06-30,FY23 CI Blackwater - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420648,2023-07-11,FY24 CI Gracemere - BW Lubricator Inv,C52,Corridor Objects
BW-03CR,CENTRAL LINE,50420596,2023-11-03,FY24 CI Engineering - BW NAM Inspect,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420644,2023-11-24,FY24 CI Gracemere - BW Fire & Veg Poison,C44,Corridor Objects
BW-03CR,CENTRAL LINE,50420649,2024-06-30,FY24 CI Gracemere - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420587,2024-06-30,FY24 CI Blackwater - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420583,2024-06-30,FY24 CI Blackwater - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420352,2024-06-30,FY24 CI Blackwater - RTI,C30,Corridor Objects
BW-03CR,CENTRAL LINE,50420598,2024-06-30,FY24 CI Engineering - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420650,2024-06-30,FY24 CI Gracemere - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420706,2024-06-30,FY24 Closure Rail Test - BW Blackwater,C54,Corridor Objects
BW-03CR,CENTRAL LINE,50420585,2024-06-30,FY24 CI Blackwater - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420584,2024-06-30,FY24 CI Blackwater - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420594,2024-06-30,FY24 CI Engineering - BW ATIS,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420651,2024-06-30,FY24 CI Gracemere - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420591,2024-06-30,FY24 CI Blackwater - RTI,C30,Corridor Objects
BW-03CR,CENTRAL LINE,50420586,2024-06-30,FY24 CI Blackwater - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420582,2024-06-30,FY24 CI Blackwater - BW Lubricator Inv,C52,Corridor Objects
BW-03CR,CENTRAL LINE,50420653,2024-06-30,FY24 CI Gracemere - BW TSR Management,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420652,2024-06-30,FY24 CI Gracemere - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420708,2024-06-30,FY24 Closure Rail Test - BW Gracemere,C54,Corridor Objects
BW-03CR,CENTRAL LINE,50420549,2024-06-30,FY24 CI Blackwater - BW ATIS,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420715,2024-06-30,FY24 Coal Dust Monitor - Kalapa,C51,Corridor Objects
BW-03CR,CENTRAL LINE,50420595,2024-06-30,FY24 CI Engineering - BW MMY,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420538,2024-06-30,FY24 CI Blackwater- BW Fire & Veg Poison,C44,Corridor Objects
BW-03CR,CENTRAL LINE,50420588,2024-06-30,FY24 CI Blackwater - MMY,C29,Corridor Objects
BW-03CR,CENTRAL LINE,50420597,2024-06-30,FY24 CI Engineering - BW RTI,C50,Corridor Objects
BW-03CR,CENTRAL LINE,50420642,2024-06-30,FY24 CI Gracemere - BW ATIS,C50,Corridor Objects
BW-03CR-DADA-ST0030,Duaringa SER,80106744,2022-02-23,SR_DuaringaSER_TetraTower_Cable Location,T54,Lvl4 Feature Locatio
BW-03ML,ROCKLANDS-NOGOA DN RD,600001776,,2140 Westwood - Windah Down (Unallocated,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053439,2021-07-11,Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053809,2021-07-11,Gracemere Down - C53,C53,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80104744,2021-07-12,Bluff - Boonal Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052368,2021-07-12,Rocklands Coal Main - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052660,2021-07-12,Bluff - Boonal Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052370,2021-07-13,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052594,2021-07-15,Trpyhinia - Dingo Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052593,2021-07-15,Trpyhinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052610,2021-07-16,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052695,2021-07-16,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052611,2021-07-17,Windah - Grantleigh Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052592,2021-07-28,Tryphinia - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052586,2021-07-28,Wallaroo - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052691,2021-07-29,Aroona - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052609,2021-07-29,Aroona - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052674,2021-07-29,Wycarbah - Westwood Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053371,2021-07-29,Aroona - Edungalba Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052670,2021-07-30,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80104472,2021-08-04,Bluff - Boonal Down (Fix on fail) C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052608,2021-08-06,Dingo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57049807,2021-08-13,Rocklands Coal Main - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053257,2021-08-16,Wallaroo - Duaringa Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053944,2021-08-16,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57054907,2021-08-16,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052583,2021-08-17,Wallaroo - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052602,2021-08-23,Dingo - Umolo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57054734,2021-08-23,Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052597,2021-08-23,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055324,2021-08-23,Duaringa Down - C53,C53,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053541,2021-08-24,Bluff Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052668,2021-08-25,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052665,2021-08-25,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053984,2021-08-26,Burngrove - Rangal - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57050431,2021-08-27,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57054001,2021-08-28,Duaringa - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055318,2021-08-28,Duaringa Down - C53,C53,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052687,2021-08-28,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052684,2021-09-01,Kabra - Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053331,2021-09-17,Boonal Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052671,2021-09-22,Rocklands - Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57050428,2021-09-23,Aroona - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052698,2021-09-23,Aroona - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57054852,2021-09-23,Windah - Grantleigh Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052587,2021-09-24,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105491,2021-10-03,2133 Aroona Down C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105440,2021-10-04,Aroona - Duaringa Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055176,2021-10-06,Bluff Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055177,2021-10-06,Bluff Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055920,2021-10-14,Burngrove - Rangal - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055213,2021-10-16,Blackwater Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105703,2021-10-17,SR_RM902_WO-TA_DN_121.000_ISO/H&S/BD,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053878,2021-10-17,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105860,2021-10-18,RM902_SR_WO-TA_DN_121.000KM_BOND,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105823,2021-10-21,Aroona Up - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057953,2021-10-30,Warren Down - C53,C53,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056265,2021-10-30,Warren Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052676,2021-10-31,Westwood - Windah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052679,2021-10-31,Windah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,600001530,2021-11-01,Sagittarius - Rangal Down C14 (Unallocat,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106034,2021-11-14,SR_RM902_TA-UO DN_135.600km_ISO/H&S/BD,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105961,2021-11-15,RM902_SR_TA-UO_DN_135.600km_PROJ2026,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105748,2021-11-15,Sagittarius - Rangal Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80105097,2021-11-17,SS RL DN 50M UNDERCUT 193.000KM,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057048,2021-11-17,Tunnel - Eungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057050,2021-11-17,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056310,2021-11-19,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056547,2021-11-19,Dingo - Umolo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055432,2021-11-19,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056309,2021-11-20,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052678,2021-11-21,Westwood - Windah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057628,2021-11-28,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056193,2021-11-29,Bluff - Boonal Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057378,2021-12-01,Umolo Down - C57,C57,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053544,2021-12-01,Edungalba - Tunnel Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052599,2021-12-01,Tryphinia - Dingo Down - C19AUGCLOSURE,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052585,2021-12-01,Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57049534,2021-12-01,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055764,2021-12-01,Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052598,2021-12-01,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57048724,2021-12-01,NMPWestwood Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057675,2021-12-03,Duaringa - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056308,2021-12-03,Windah - Grantleigh Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057671,2021-12-03,Duaringa - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057520,2021-12-03,Edungalba - Aroona Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57058022,2021-12-04,Wycarbah - Westwood Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57056951,2021-12-09,Umolo - Parnabal Down - C57,C57,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57051182,2021-12-13,Gracemere - Kabra Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057414,2021-12-16,Rocklands - Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057762,2021-12-16,Gracemere - Kabra Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057792,2021-12-17,Westwood - Grantleigh Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059784,2021-12-18,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057846,2021-12-18,Grantleigh - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57051470,2021-12-18,Grantleigh - Tunnel Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057677,2021-12-19,Duaringa - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057673,2021-12-19,Duaringa - Wallaroo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057793,2021-12-19,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057841,2021-12-20,Umolo - Parnabal Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057788,2021-12-28,Kabra Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052664,2021-12-29,Kabra - Warren Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057789,2021-12-30,Kabra - Warren Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057787,2021-12-31,Gracemere - Kabra Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57025115,2021-12-31,Rangal - Burgrove Single - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57013046,2021-12-31,Yamala - Nogoa - Main - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57034605,2021-12-31,Windah - Grantleigh Down - C57,C57,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057850,2022-01-06,Aroona - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057849,2022-01-06,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057848,2022-01-07,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106371,2022-01-07,SR_UO PL DN RM902 SUP 151.500 KM,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106320,2022-01-08,RM902_SR_UO-PL_DN_151.500KM_BOND-HBD-AXL,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059303,2022-01-10,Warren - Wycarbah Down - C57,C57,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060074,2022-01-10,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57058599,2022-01-11,Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059266,2022-01-12,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106288,2022-01-13,Tryphinia - Dingo Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106467,2022-01-13,SR_BCD EX UC_TRY-DIN DN_137.200_ISO,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106382,2022-01-13,SR_TYP-DGO_Dn_U/Cut_137.200kmBOND,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106281,2022-01-14,RM902_KAB_DN_15.900_PROJ2032_CABLELOC,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055115,2022-01-14,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059268,2022-01-17,Aroona - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059267,2022-01-17,Aroona - Duaringa Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059265,2022-01-18,Windah - Grantleigh Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059786,2022-01-18,Windah - Grantleigh Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106308,2022-01-18,RM902_KAB_DN_15.900_PROJ2032_SIG,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057842,2022-01-19,Bluff Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057507,2022-01-19,Windah - Grantleigh Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106581,2022-01-20,CO1 BLACKWATER inspect prior to restress,C47,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059734,2022-01-29,Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57059729,2022-01-29,Gracemere Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060751,2022-02-01,Rocklands - Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,600001777,2022-02-02,2140 Westwood - Windah Down (Unallocated,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,600001840,2022-02-02,2141 Tryphinia - Dingo Down C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106540,2022-02-03,Tryphinia - Dingo Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060664,2022-02-03,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060867,2022-02-03,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057847,2022-02-04,Edungalba - Aroona Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057843,2022-02-04,Windah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060073,2022-02-07,Rangal - Burngrove Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57061090,2022-02-10,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,600001835,2022-02-11,2144 Wallaroo - Tryphinia Down (Unalloca,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106365,2022-02-13,2141 Tryphinia - Dingo Down C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57055832,2022-02-15,Rocklands - Gracemere Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106471,2022-02-21,RM902_SR_WRN-WYC_DN_28.329-31.706KM,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106662,2022-02-21,TU_WW-WD_47.820 Both_ISO/H&S/BD/BMF,C10,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106661,2022-02-21,Ballast UC_WN-WY 28.329 DN_ISO/H&S/BD,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060505,2022-02-21,Duaringa - Wallaroo Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060504,2022-02-21,Duaringa - Wallaroo Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106362,2022-02-22,WD WN DN 35m UNDERCUT 49.350-49.385km,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106584,2022-02-22,Westwood - Windah Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060359,2022-02-22,Rangal Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106363,2022-02-22,WD DN DN 100m UNDERCUT 50.165-50.265km,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106583,2022-02-22,Westwood - Windah Down - C14,C14,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060503,2022-02-23,Warren - Wycarbah Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053935,2022-02-25,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053934,2022-02-25,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053937,2022-02-26,Yamala - Nogoa - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060626,2022-02-26,Yamala - Nogoa - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053933,2022-02-26,Comet - Yamala - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57053936,2022-02-26,Yamala - Nogoa - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060653,2022-02-27,Yamala - Nogoa - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060652,2022-02-27,Yamala - Nogoa - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57061854,2022-03-04,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060750,2022-03-04,Warren - Wycarbah Down - C02,C02,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060870,2022-03-06,Tunnel - Edungalba Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57052591,2022-03-07,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060868,2022-03-07,Tryphinia - Dingo Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57057764,2022-03-07,Wallaroo - Tryphinia Down - C19,C19,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,80106975,2022-03-08,BELOW SLEEPER MATERIAL CONTAMINATED.,C01,Main Line
BW-03ML,ROCKLANDS-NOGOA DN RD,57060245,2022-03-09,Tunnel - Edungalba Down - C02,C02,Main Line
